store_id,uptime_last_hour,downtime_last_hour,uptime_last_day,downtime_last_day,uptime_last_week,downtime_last_week
00017c6a-7a77-4a95-bb2d-40647868aff6,60.0,0.0,1440.0,0.0,10080.0,0.0
000bba84-20af-4a8b-b68a-368922cc6ad1,0.0,60.0,0.0,1440.0,0.0,10080.0
003222af-0b64-4f8c-b5c3-d2dc24636f02,0.0,0.0,0.0,0.0,0.0,0.0
00505ad5-7cf5-42f1-a7e4-252e42273e77,60.0,0.0,1440.0,0.0,10080.0,0.0
0059ffee-d90a-4355-afd3-b14e7030d2a5,60.0,0.0,1440.0,0.0,10080.0,0.0
006006cb-7763-42bb-af62-0101f6bc2de1,60.0,0.0,1440.0,0.0,10080.0,0.0
0066c6a3-6a89-40a1-b11f-64526666c771,0.0,0.0,0.0,0.0,0.0,0.0
006c9910-9126-4bb9-b5d8-cd37bc14790b,0.0,60.0,0.0,1440.0,0.0,10080.0
